strikePrice,expiryDate,underlying,identifier,pe_openInterest,pe_changeinOpenInterest,pe_pchangeinOpenInterest,pe_totalTradedVolume,pe_impliedVolatility,pe_lastPrice,pe_change,pe_pChange,pe_totalBuyQuantity,pe_totalSellQuantity,pe_bidQty,pe_bidprice,pe_askQty,pe_askPrice,pe_underlyingValue,ce_openInterest,ce_changeinOpenInterest,ce_pchangeinOpenInterest,ce_totalTradedVolume,ce_impliedVolatility,ce_lastPrice,ce_change,ce_pChange,ce_totalBuyQuantity,ce_totalSellQuantity,ce_bidQty,ce_bidprice,ce_askQty,ce_askPrice,ce_underlyingValue
24350,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE24350.00,21249,6393,43.03311793214863,1507784,15.11,170.25,-63.650000000000006,-27.212483967507485,88350,90525,150,170.3,1350,172.35,24346.7,25070,12381,97.57270076444165,1223675,10.03,144,-91.4,-38.82752761257434,102075,219675,150,142.35,525,143.95,24346.7
24400,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE24400.00,49558,17673,55.4273169201819,2422829,15.19,195.9,-56.75,-22.46190381951316,129900,138150,75,195.9,600,197.6,24346.7,73796,35293,91.66298729969094,2340666,10.1,119.25,-90.1,-43.0379746835443,150150,701325,150,117.9,525,119.15,24346.7
24450,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE24450.00,11739,9029,333.1734317343173,979775,15.17,222.45,-54.35000000000002,-19.635115606936424,51300,28200,150,223.85,150,225.9,24346.7,31018,24450,372.25943970767355,1308847,10.04,96.1,-84.15,-46.68515950069349,56100,413700,300,96.2,150,97.25,24346.7
24500,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE24500.00,31433,10099,47.33758320052498,1767107,15.68,257.4,-42.450000000000045,-14.15707853926965,124800,65775,600,255,150,257.55,24346.7,98197,62824,177.60438752721,3066719,10.25,79.25,-77.6,-49.47401976410583,253950,1214775,150,78.35,75,78.95,24346.7
24550,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE24550.00,7923,6793,601.1504424778761,634986,16.37,293.2,-40.44999999999999,-12.123482691443128,33150,18375,150,289.2,450,292.9,24346.7,34441,28888,520.2233027192509,1466369,10.37,63,-70.1,-52.6671675432006,77025,600600,750,63,150,63.9,24346.7
24600,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE24600.00,12181,7783,176.96680309231468,682325,16.48,329.85,-34.64999999999998,-9.506172839506167,134100,51450,150,326.4,150,332,24346.7,73808,41799,130.5851479271455,2513975,10.5,51.45,-62.3,-54.769230769230774,251850,1050825,225,51.2,300,51.45,24346.7
24650,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE24650.00,3160,2558,424.9169435215947,145629,17.32,373.1,-30.049999999999955,-7.453801314647143,11850,2850,150,367.45,75,372.35,24346.7,27700,19693,245.94729611589858,1125846,10.69,41.5,-51.8,-55.519828510182215,102450,400575,300,41.4,150,41.9,24346.7
24700,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE24700.00,3338,458,15.902777777777779,162821,17.68,412.15,-4.800000000000011,-1.1512171723228233,28800,13950,150,407.75,1800,415.7,24346.7,52901,23415,79.41056772705691,1847548,10.92,33.75,-44,-56.59163987138264,136650,738225,150,33.35,75,34,24346.7
24750,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE24750.00,992,542,120.44444444444444,34951,18.94,461.7,-11.350000000000023,-2.3993235387379817,13725,3525,150,449.5,150,460,24346.7,27502,20052,269.1543624161074,987914,11.1,27,-38,-58.46153846153847,69600,351750,2400,27,150,27.5,24346.7
24800,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE24800.00,2069,296,16.694867456288776,64708,19.05,500,-3.1499999999999773,-0.6260558481566089,27000,7050,1425,495.4,150,504.3,24346.7,78720,38027,93.44850465682059,2093713,11.38,22.2,-32.150000000000006,-59.153633854645825,223200,1014300,1275,22.15,375,22.3,24346.7
24850,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE24850.00,379,219,136.875,10806,20.68,554.1,1.0500000000000682,0.18985625169515746,8850,2925,75,540.75,300,551.6,24346.7,22288,13224,145.89585172109443,903376,11.63,18.1,-25.4,-58.39080459770115,60150,252900,1800,18.1,150,18.65,24346.7
24900,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE24900.00,1439,822,133.22528363047002,17349,20.91,595,5,0.847457627118644,14100,4725,150,589.6,75,597.85,24346.7,39284,19192,95.52060521600637,1197457,12.02,15.15,-20,-56.899004267425326,145350,417900,525,15.1,150,15.35,24346.7
24950,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE24950.00,235,4,1.7316017316017316,2609,22.01,644.5,15.299999999999955,2.4316592498410605,7950,1950,75,632.8,300,644.4,24346.7,21089,15497,277.1280400572246,761134,12.28,12.7,-15.850000000000001,-55.516637478108585,122025,240375,75,12.5,75,12.9,24346.7
25000,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE25000.00,5096,193,3.936365490516011,31890,22.85,692,17.549999999999955,2.6021202461264665,65400,11925,75,683.2,75,691.95,24346.7,133826,70385,110.94560300121373,2489999,12.52,10.4,-12.9,-55.36480686695279,652500,1527225,75,10.35,600,10.6,24346.7
25050,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE25050.00,148,34,29.82456140350877,733,24.82,749.55,35.549999999999955,4.978991596638648,3825,2100,75,729.5,300,742.2,24346.7,25291,17808,237.97942001870908,622844,12.78,8.6,-9.700000000000001,-53.00546448087432,135600,243075,150,8.6,1200,9,24346.7
25100,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE25100.00,465,126,37.16814159292036,2015,25.59,796.7,49.450000000000045,6.617597858815663,4875,2850,150,778.75,150,788.65,24346.7,49370,23267,89.13534842738383,917938,13.07,7.3,-7.2,-49.6551724137931,379125,433800,75,7.1,150,7.3,24346.7
25150,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE25150.00,24,-16,-40,314,26.2,842.75,9.899999999999977,1.1886894398751247,3750,2175,75,826.6,375,839.4,24346.7,22200,15911,252.9972968675465,520558,13.32,5.75,-5.85,-50.43103448275862,177900,159750,525,5.75,600,6.1,24346.7
25200,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE25200.00,356,-50,-12.31527093596059,804,26.72,888.45,25.350000000000023,2.9370872436565896,57900,2700,150,876.1,75,886.5,24346.7,61962,17803,40.31567743834779,1082445,13.62,5.05,-4.6499999999999995,-47.9381443298969,437475,557850,225,5.05,750,5.1,24346.7
25250,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE25250.00,38,0,0,172,27.95,940,-25.25,-2.6159026159026157,2100,2325,75,920.75,75,950.8,24346.7,22035,14436,189.97236478484012,440268,13.87,4.2,-3.8,-47.5,161700,179700,75,4.05,750,4.2,24346.7
25300,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE25300.00,49,5,11.363636363636363,164,23.47,951.8,-45.30000000000007,-4.543175208103507,1575,1575,75,960.85,75,997.65,24346.7,51002,21433,72.4846968108492,700885,14.24,3.7,-2.7,-42.1875,633825,272550,2250,3.6,1350,3.65,24346.7
25350,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE25350.00,20,2,11.11111111111111,51,30.24,1042,26.600000000000023,2.6196572779200338,1575,1575,75,1015.8,75,1048.6,24346.7,12525,9491,312.8213579433092,272929,14.38,3.25,-2.1500000000000004,-39.81481481481482,156675,105150,1800,2.95,1725,3.25,24346.7
25400,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE25400.00,40,5,14.285714285714286,87,30.99,1090.05,54.049999999999955,5.2171814671814625,2250,2250,150,1072.05,150,1088.75,24346.7,49208,28662,139.50160615204905,553637,14.85,2.75,-1.5499999999999998,-36.04651162790697,779925,208050,3900,2.75,150,2.85,24346.7
25450,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE25450.00,21,0,0,10,37.44,1183.85,43.299999999999955,3.7964140107842668,1575,1575,75,1091.75,75,1161.9,24346.7,19052,15764,479.4403892944039,200475,15.12,2.5,-1.25,-33.33333333333333,144450,111300,75,2.4,7725,2.6,24346.7
25500,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE25500.00,1021,-21,-2.015355086372361,3905,31.83,1182,48,4.232804232804233,5250,6225,225,1174.3,75,1181.7,24346.7,97722,40583,71.02504419048286,792646,15.67,2.25,-1.15,-33.8235294117647,1273350,469050,1875,2.25,3825,2.3,24346.7
25550,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE25550.00,13,0,0,0,0,1213.65,1.050000000000182,0.08659079663534405,1500,1500,750,1184.75,750,1280.15,24346.7,16290,11051,210.93720175606032,221320,15.96,2,-0.75,-27.27272727272727,425325,151800,150,2,1050,2.05,24346.7
25600,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE25600.00,25,16,177.77777777777777,40,31.87,1269.85,1.0499999999999545,0.08275535939470006,1575,1575,75,1268.1,75,1307.3,24346.7,44565,19254,76.06969301884556,354593,16.43,1.9,-0.7000000000000002,-26.923076923076927,1131225,221700,825,1.85,2025,1.9,24346.7
25650,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE25650.00,16,0,0,0,0,1303.15,1.1000000000001364,0.08448216274337671,1500,1500,750,1287.2,750,1377.35,24346.7,10077,5007,98.75739644970415,135058,16.89,1.7,-0.5000000000000002,-22.727272727272734,597000,111975,75,1.65,600,1.8,24346.7
25700,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE25700.00,13,6,85.71428571428571,9,0,1163.3,-166.70000000000005,-12.533834586466169,1500,1575,750,1334.75,75,1404.75,24346.7,48300,24083,99.44666969484247,385895,17.27,1.65,-0.25,-13.157894736842104,1876875,156300,9375,1.65,3975,1.7,24346.7
25750,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE25750.00,6,0,0,0,0,1383.7,0,0,1500,1500,750,1386.65,750,1476.95,24346.7,12093,8370,224.81869460112813,136362,17.69,1.55,-0.30000000000000004,-16.216216216216218,539475,112575,12975,1.55,450,1.65,24346.7
25800,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE25800.00,17,3,21.428571428571427,7,37.91,1485.15,26.75,1.8342018650575973,1575,1575,75,1460.95,75,1503.55,24346.7,67701,37218,122.09428205885247,383532,18.24,1.55,-0.09999999999999987,-6.0606060606060534,1635075,319200,13275,1.55,8550,1.6,24346.7
25850,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE25850.00,16,3,23.076923076923077,31,0,1344.8,-156.45000000000005,-10.421315570358038,1500,1650,750,1486.5,150,1550.55,24346.7,9970,7774,354.0072859744991,105405,18.86,1.6,-0.04999999999999982,-3.0303030303030196,651000,123675,1650,1.5,1050,1.55,24346.7
25900,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE25900.00,25,0,0,0,0,1541.6,0,0,0,0,0,0,0,0,24346.7,45106,21014,87.22397476340694,245195,19.18,1.45,-0.050000000000000044,-3.333333333333336,1779825,240150,44250,1.4,2475,1.45,24346.7
25950,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE25950.00,5,0,0,0,0,1583.05,0,0,0,0,0,0,0,0,24346.7,8882,7360,483.57424441524313,126646,19.56,1.35,-0.1499999999999999,-9.999999999999993,707100,128175,21525,1.35,75,1.5,24346.7
26000,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE26000.00,161,99,159.67741935483872,139,35.13,1650.1,-0.20000000000004547,-0.012119008665093951,5325,2325,75,1670.65,300,1685.3,24346.7,138158,61644,80.56564811668453,784897,20.09,1.35,-0.1499999999999999,-9.999999999999993,3800475,732300,227775,1.3,2625,1.35,24346.7
26050,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE26050.00,9,0,0,0,0,1702.45,0.15000000000009095,0.00881160782471309,1500,1500,750,1682.2,750,1778.65,24346.7,17328,12743,277.928026172301,213504,20.62,1.35,0,0,1474125,222450,150,1.35,7500,1.4,24346.7
26100,08-May-2025,NIFTY,OPTIDXNIFTY08-05-2025PE26100.00,60,0,0,12,49.76,1828.7,28.700000000000045,1.594444444444447,1650,1650,75,1765.9,75,1812.2,24346.7,126666,30589,31.838004933542887,776389,21.15,1.35,0.050000000000000044,3.8461538461538494,7690200,855300,52050,1.3,28350,1.35,24346.7
